#Seconds X0Y0 X1Y0 X2Y0 X3Y0 X4Y0 X5Y0 X0Y1 X1Y1 X2Y1 X3Y1 X4Y1 X5Y1 X0Y2 X1Y2 X2Y2 X3Y2 X4Y2 X5Y2
0.00084 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00085 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00086 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00087 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00088 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00089 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0009 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00091 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00092 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00093 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00094 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00095 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00096 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00097 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00098 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00099 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.001 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00101 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00102 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00103 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00104 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00105 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00106 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00107 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00108 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00109 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0011 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00111 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00112 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00113 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00114 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00115 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00116 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00117 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00118 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00119 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0012 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00121 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00122 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00123 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00124 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00125 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00126 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00127 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00128 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00129 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0013 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00131 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00132 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00133 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00134 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00135 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00136 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00137 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00138 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00139 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0014 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00141 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00142 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00143 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00144 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00145 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00146 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00147 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00148 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00149 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0015 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00151 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00152 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00153 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00154 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00155 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00156 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00157 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00158 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00159 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0016 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00161 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00162 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00163 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00164 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00165 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00166 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00167 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00168 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00169 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0017 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00171 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00172 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00173 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00174 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00175 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00176 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00177 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00178 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00179 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0018 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00181 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00182 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00183 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00184 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00185 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00186 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00187 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00188 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00189 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0019 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00191 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00192 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00193 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00194 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00195 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00196 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00197 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00198 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00199 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.002 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00201 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00202 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00203 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00204 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00205 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00206 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00207 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00208 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00209 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0021 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00211 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00212 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00213 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00214 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00215 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00216 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00217 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00218 3 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00219 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0022 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00221 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00222 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00223 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00224 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00225 2 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00226 2 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00227 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00228 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00229 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0023 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00231 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00232 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00233 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00234 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00235 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00236 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00237 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00238 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00239 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0024 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00241 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00242 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00243 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00244 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00245 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00246 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00247 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00248 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00249 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0025 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00251 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00252 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00253 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00254 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00255 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00256 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00257 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00258 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00259 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0026 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00261 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00262 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00263 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00264 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00265 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00266 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00267 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00268 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00269 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0027 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00271 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00272 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00273 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00274 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00275 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00276 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00277 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00278 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00279 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0028 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00281 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00282 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00283 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00284 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00285 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00286 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00287 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00288 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00289 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0029 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00291 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00292 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00293 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00294 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00295 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00296 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00297 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00298 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00299 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.003 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00301 2 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00302 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00303 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00304 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00305 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00306 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00307 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00308 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00309 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0031 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00311 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00312 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00313 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00314 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00315 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00316 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00317 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00318 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00319 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0032 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00321 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00322 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00323 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00324 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00325 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00326 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00327 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00328 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00329 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.0033 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00331 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00332 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00333 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00334 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
0.00335 1 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
